Date,Time,Username,Message,Sentiment,Time from Start
2023-01-02,09:32:00,GodsRightNut_,You actually have to be degen buying bonuses to rip more than 50k like he did,5,19
2023-01-02,09:32:03,Angel_Probably,I put in 100 yesterday and printed 2k. Nice new year present,6,19
2023-01-02,09:32:09,magnuszo,monkaS,5,20
2023-01-02,09:32:53,kain0ki,how do i know how many points i have?,5,20
2023-01-02,09:33:03,cr0_c0p,@kain0ki  !points,5,20
2023-01-02,09:33:05,SonOfSneaky,@kain0ki !points,5,20
2023-01-02,09:33:16,alfred_62,Type      !points,5,21
2023-01-02,09:33:22,godeej97,!points,7,21
2023-01-02,09:33:22,kain0ki,and where does it show my point amount?,3,21
2023-01-02,09:33:37,cr0_c0p,@kain0ki u get a whisper,8,21
2023-01-02,09:33:49,Rekekles1,ante happy new year,7,21
2023-01-02,09:33:50,kain0ki,!points,6,21
2023-01-02,09:34:01,clees42,login to the store works too for seeing the point,7,21
2023-01-02,09:34:13,teliasnubben,[Mención directa al streamer]  Heya ante i hope this year will be yours and that ur family are god much love to u all <3 SeemsGood SeemsGood <3 SeemsGood SeemsGood <3,6,22
2023-01-02,09:34:26,hamdocar,this game is mick not OK,4,22
2023-01-02,09:34:27,alfred_62,!points,4,22
2023-01-02,09:34:36,cr0_c0p,@kain0ki found it?,5,22
2023-01-02,09:34:48,LeffesMom,Jag har skickat sms!,6,22
2023-01-02,09:34:49,papakripps,morning,7,22
2023-01-02,09:34:59,lml0v0lml,Happy New Year Ante you incredible degen,6,22
2023-01-02,09:35:06,kain0ki,yes found it i have 240,7,23
2023-01-02,09:35:13,Liecham,1776 ????,7,23
2023-01-02,09:35:17,cr0_c0p,@kain0ki SeemsGood,5,23
2023-01-02,09:35:27,alinush_78,!points,8,23
2023-01-02,09:35:32,hamdocar,what is the super bonus? 3 golden birds?,3,23
2023-01-02,09:35:41,kitmit89,!points,2,23
2023-01-02,09:35:50,Coffeboll,God continue ante. Wish for a nice 2023! <3,5,23
2023-01-02,09:35:53,Nieemi,!potm,5,23
2023-01-02,09:37:31,maximuslighter,?? modCheck,2,25
2023-01-02,09:38:02,maximuslighter,dont mind it,7,25
2023-01-02,09:38:07,dealer1234,how does it work?,7,26
2023-01-02,09:38:07,GodsRightNut_,MEH game,2,26
2023-01-02,09:38:26,kain0ki,what do yhe golden birds do?,7,26
2023-01-02,09:38:39,maximuslighter,kain0ki collect on longer lines,5,26
2023-01-02,09:38:39,hamdocar,what does the bear do?,7,26
2023-01-02,09:38:55,hamdocar,beer*,3,26
2023-01-02,09:39:01,kain0ki,ahhh opk,5,26
2023-01-02,09:39:10,nomoreraptor,Ogge = Hangover?,7,27
2023-01-02,09:39:11,maximuslighter,hamdocar beer upgrades them to golden,5,27
2023-01-02,09:39:20,GodsRightNut_,its dead,7,27
2023-01-02,09:39:25,maximuslighter,wtf,5,27
2023-01-02,09:39:36,cyrustheviruz,NAEY,7,27
2023-01-02,09:39:39,maximuslighter,wrong one took it KEKWLeave,5,27
2023-01-02,09:39:52,Zyvera,Ask masse to explain,8,27
2023-01-02,09:39:57,maximuslighter,YEP,3,27
2023-01-02,09:40:06,casinobrolle,good morning printer ante,7,28
2023-01-02,09:40:06,maximuslighter,you would think so,3,28
2023-01-02,09:40:23,maximuslighter,ded,7,28
2023-01-02,09:40:29,mairouuu,and you are ded,3,28
2023-01-02,09:40:45,GodsRightNut_,all that for 2x buy,5,28
2023-01-02,09:40:49,seelmi,who is this,5,28
2023-01-02,09:41:15,jf_skizzlee,Good morning Ante casino swag champ wassa wassa happy new year. Lets print the bank up lets gooooooo,5,29
2023-01-02,09:41:21,Angel_Probably,How do you get more spins though,5,29
2023-01-02,09:41:31,maximuslighter,dynamite Angel_Probably,5,29
2023-01-02,09:41:33,boznai,Is this a WISh Sebbe copycqt,5,29
2023-01-02,09:41:45,h_akan,_=,5,29
2023-01-02,09:41:46,nicevibesss,Hi ante,7,29
2023-01-02,09:41:47,gamerguvner,only 7?  Kappa,5,29
2023-01-02,09:41:49,hL1892,I work for the bros,8,29
2023-01-02,09:41:49,cr0_c0p,if one bird dies,9,29
2023-01-02,09:41:51,GodsRightNut_,LUL more than ebro is a good qualifier,2,29
2023-01-02,09:41:54,seelmi,i know .. it was a joke because i see only sebbe 2 last days,5,29
2023-01-02,09:41:55,gantji,Hi Ante I will like you,7,29
2023-01-02,09:42:00,DannySNL,Title is jebait Kappa,3,29
2023-01-02,09:42:01,Gelligan,thats what sebbe said,5,29
2023-01-02,09:42:20,Angel_Probably,@maximuslighter Ty I was confused hahaha,8,30
2023-01-02,09:42:22,mrpathall,at least we now know that the bottom line is zero agane,7,30
2023-01-02,09:42:34,maximuslighter,flol yw,8,30
2023-01-02,09:42:35,sylten8383,Hello chat how is the balante holding up?,5,30
2023-01-02,09:42:43,sylten8383,!points,5,30
2023-01-02,09:42:57,KennyStarfighter2000,Hello Ante! happy new year! any ny�rsl�ften?,5,30
2023-01-02,09:43:16,aronEAYEAA,i counted sebbe gave out 133 boomes in his last 3 streams,5,31
2023-01-02,09:43:34,damienflys,When will you play some dik dik dik games?,8,31
2023-01-02,09:43:35,mcquadees,@aronEAYEAA Sebbeking <3,6,31
2023-01-02,09:43:37,KennyStarfighter2000,i have no more eating out,5,31
2023-01-02,09:43:40,RhumJungle,no more gifflar and mj�lk?,2,31
2023-01-02,09:43:52,mcquadees,!potm,4,31
2023-01-02,09:44:08,KennyStarfighter2000,i have eaten lunch in the city everyday,4,32
2023-01-02,09:44:15,josefsson82,??????,4,32
2023-01-02,09:44:30,seelmi,looking lood,4,32
2023-01-02,09:44:33,seelmi,good*,5,32
2023-01-02,09:44:49,jf_skizzlee,For a regular Gym-Chad the january is so annoying dealing with all the 'new year-new me' guys.,7,32
2023-01-02,09:44:51,mairouuu,now you want those birds dead,5,32
2023-01-02,09:45:20,maximuslighter,Jebaited,3,33
2023-01-02,09:45:21,GodsRightNut_,always jebait no dynamite,5,33
2023-01-02,09:45:21,dealer1234,MegaLoL,2,33
2023-01-02,09:45:35,mrpathall,decent still,2,33
2023-01-02,09:45:37,sylten8383,Sebbe dident decolete a single balante. He must be the best person you ever let stream Ante,3,33
2023-01-02,09:45:41,CasinoDaddy,!BONUS all 1,3,33
2023-01-02,09:45:42,dealer1234,THat old man is teasing you,5,33
2023-01-02,09:45:51,DannySNL,!points,5,33
2023-01-02,09:45:51,beppone8,!store,3,33
2023-01-02,09:45:56,SonOfSneaky,!points,2,33
2023-01-02,09:45:58,DannySNL,!store,6,33
2023-01-02,09:46:05,GodsRightNut_,Kreygasm ante giving me a boom Kreygasm,6,33
2023-01-02,09:46:13,mashymarcus,yeah well tbf christmas day he ripped like 5 LOL,5,34
2023-01-02,09:46:17,mairouuu,Sebbe is a legend! MVP,6,34
2023-01-02,09:46:23,jf_skizzlee,Dont leave Sebbe alone with Masse though,5,34
2023-01-02,09:46:23,FudgyDocker,It's because he didn't do any �500 ELK spins!,5,34
2023-01-02,09:46:25,cruzah,Yo ante love the empty glass and bottle pic on insta,6,34
2023-01-02,09:46:32,epa_sebbe,@mashymarcus Completely irrelevant.. LUL,5,34
2023-01-02,09:46:39,SmokeyPumkin,We need more Sebbe,7,34
2023-01-02,09:46:45,Litzen123,print up this fkn balante,5,34
2023-01-02,09:46:53,OfficialAstung,!points,6,34
2023-01-02,09:47:05,mcquadees,Ante we need a new monthly called Botm which is longest bullet of the month :) Sebbeking will win,6,34
2023-01-02,09:47:10,mashymarcus,@mashymarcus LOL,6,35
2023-01-02,09:47:10,maximuslighter,masse the goonies balante deleter,6,35
2023-01-02,09:47:29,yatabarekesmuk,!potm,7,35
2023-01-02,09:47:33,marzki111,Yes 14k,5,35
2023-01-02,09:47:34,dealer1234,LUL,7,35
2023-01-02,09:47:34,RhumJungle,Sebbes rippings goes under the radar,5,35
2023-01-02,09:47:38,cruzah,Asktion is,5,35
2023-01-02,09:47:39,nomoreraptor,Where is your new photo with the moet bottole? [Mención directa al streamer],6,35
2023-01-02,09:47:48,cr0_c0p,sebbe did a great job,5,35
2023-01-02,09:47:50,cr0_c0p,keeper,5,35
2023-01-02,09:48:02,KylianRodrigues1,the classic empty glass and bottle,7,35
2023-01-02,09:48:10,damienflys,When will you play some dik dik dik games?,8,36
2023-01-02,09:48:27,GodsRightNut_,Please,5,36
2023-01-02,09:48:30,GodsRightNut_,please,5,36
2023-01-02,09:48:31,cr0_c0p,goooooooooonies,6,36
2023-01-02,09:48:33,Trollkarlen1337,yes please,6,36
2023-01-02,09:48:34,smackie99,do you believe you will be the first printer in 2023,7,36
2023-01-02,09:48:38,batmaanx,we wanna see some Dik dik goonies,7,36
2023-01-02,09:48:43,Degenerate_NL,goonies,5,36
2023-01-02,09:48:49,cruzah,Love dic on a monday,5,36
2023-01-02,09:48:52,FudgyDocker,What?! All of a sudden we can prep Leo balances? WTAF?,5,36
2023-01-02,09:48:53,remcoisrunscarsnowpen,I love Dickk but hate dik dik dik Kappa,5,36
2023-01-02,09:48:53,epa_sebbe,Not the Leo getting prepped instantly when im gonned,6,36
2023-01-02,09:48:58,medicinmann,book of maya  pharaos ring and so on,5,36
2023-01-02,09:49:01,maximuslighter,PauseChamp,5,36
2023-01-02,09:49:06,medicinmann,very good,8,37
2023-01-02,09:49:07,cr0_c0p,@epa_sebbe Sadge,6,37
2023-01-02,09:49:07,LiV3Mic3,ante with the bacon collar,8,37
2023-01-02,09:49:08,GodsRightNut_,@FudgyDocker where have you been,5,37
2023-01-02,09:49:13,Pjosk___Bey__xD,HeyGuys d-ing-d-ing,7,37
2023-01-02,09:49:22,kilroy188,we need to see 4 screen dik dik dik ante,8,37
2023-01-02,09:49:28,FudgyDocker,@GodsRightNut_ Here for 3 days solid. Why do you ask?,5,37
2023-01-02,09:49:29,maximuslighter,YEP,7,37
2023-01-02,09:49:34,mabbeCS,Goonies is content,6,37
2023-01-02,09:49:34,Trollkarlen1337,YEP,7,37
2023-01-02,09:49:37,medicinmann,some k�pit�n and so on,7,37
2023-01-02,09:49:38,LiV3Mic3,rick & morty megaways!!!,5,37
2023-01-02,09:49:39,seelmi,what is dik dik dik .... sounds sus,7,37
2023-01-02,09:49:46,Nieemi,[Mención directa al streamer] Ante,6,37
2023-01-02,09:49:46,cr0_c0p,@seelmi novosd,5,37
2023-01-02,09:49:50,cruzah,Goooonies SwiftRage,5,37
2023-01-02,09:50:07,Nieemi,Niiice :D,6,38
2023-01-02,09:50:10,Nieemi,Clap,5,38
2023-01-02,09:50:10,pablitohesus0,when was the iphone giveaway? :D,5,38
2023-01-02,09:50:24,GodsRightNut_,@FudgyDocker they have been getting the leo balances for a monthish? the terms arent very good though,7,38
2023-01-02,09:50:34,Nieemi,!giveaway,7,38
2023-01-02,09:50:49,LiV3Mic3,pip loved rippin on goonies,8,38
2023-01-02,09:50:57,Nieemi,10 days left,5,38
2023-01-02,09:50:58,CasinoDaddy,https://www.aboutslots.com/giveaway,8,38
2023-01-02,09:50:58,mairouuu,vavada was like 15th,8,38
2023-01-02,09:51:01,FudgyDocker,@GodsRightNut_ Yeah,8,38
2023-01-02,09:51:01,aronEAYEAA,go highroll goonies,8,38
2023-01-02,09:51:03,cruzah,It was just the standard iphone 14..i would join in if it was the pro max Kappa,7,38
2023-01-02,09:51:06,Nieemi,EW December �10.000 Giveaway in collaboration with VAVADA! FREE to enter for everyone ��? https://www.aboutslots.com/giveaway,5,39
